Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H2,2004,2004,2004,6,1,1,Import,8,Albania,ALB,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,1836,1836,114809,0
H2,2004,2004,2004,6,1,1,Import,8,Albania,ALB,40,Austria,AUT,300220,Vaccines for human medicine,8,Weight in kilograms,1,1,13,0
H2,2004,2004,2004,6,1,1,Import,8,Albania,ALB,191,Croatia,HRV,300220,Vaccines for human medicine,8,Weight in kilograms,18,18,6095,0
H2,2004,2004,2004,6,1,1,Import,8,Albania,ALB,196,Cyprus,CYP,300220,Vaccines for human medicine,8,Weight in kilograms,36,36,5377,0
H2,2004,2004,2004,6,1,1,Import,8,Albania,ALB,276,Germany,DEU,300220,Vaccines for human medicine,8,Weight in kilograms,2,2,612,0
H2,2004,2004,2004,6,1,1,Import,8,Albania,ALB,381,Italy,ITA,300220,Vaccines for human medicine,8,Weight in kilograms,459,459,37190,0
H2,2004,2004,2004,6,1,1,Import,8,Albania,ALB,410,Rep. of Korea,KOR,300220,Vaccines for human medicine,8,Weight in kilograms,176,176,27056,0
H2,2004,2004,2004,6,1,1,Import,8,Albania,ALB,699,India,IND,300220,Vaccines for human medicine,8,Weight in kilograms,1035,1035,31936,0
H2,2004,2004,2004,6,1,1,Import,8,Albania,ALB,757,Switzerland,CHE,300220,Vaccines for human medicine,8,Weight in kilograms,109,109,6531,0
H2,2004,2004,2004,6,1,1,Import,12,Algeria,DZA,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,93337,93337,15661948,0
H2,2004,2004,2004,6,1,2,Export,12,Algeria,DZA,0,World,WLD,300220,Vaccines for human medicine,8,Weight in kilograms,998,998,47136,0
H2,2004,2004,2004,6,1,1,Import,12,Algeria,DZA,56,Belgium,BEL,300220,Vaccines for human medicine,8,Weight in kilograms,1701,1701,3400384,0
