Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,0,World,WLD,300220,"Vaccines, human use",8,Weight in kilograms,17038,17038,3372808,0
H1,1996,1996,1996,6,1,2,Export,8,Albania,ALB,0,World,WLD,300220,"Vaccines, human use",8,Weight in kilograms,226,226,2470,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,40,Austria,AUT,300220,"Vaccines, human use",8,Weight in kilograms,4637,4637,38489,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,58,Belgium-Luxembourg,BEL,300220,"Vaccines, human use",8,Weight in kilograms,2044,2044,166254,0
H1,1996,1996,1996,6,1,2,Export,8,Albania,ALB,124,Canada,CAN,300220,"Vaccines, human use",8,Weight in kilograms,226,226,2470,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,156,China,CHN,300220,"Vaccines, human use",8,Weight in kilograms,200,200,976,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,196,Cyprus,CYP,300220,"Vaccines, human use",8,Weight in kilograms,460,460,22068,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,203,Czechia,CZE,300220,"Vaccines, human use",8,Weight in kilograms,200,200,4078,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,251,France,FRA,300220,"Vaccines, human use",8,Weight in kilograms,1073,1073,2336030,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,276,Germany,DEU,300220,"Vaccines, human use",8,Weight in kilograms,326,326,8120,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,300,Greece,GRC,300220,"Vaccines, human use",8,Weight in kilograms,45,45,14770,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,348,Hungary,HUN,300220,"Vaccines, human use",8,Weight in kilograms,123,123,14177,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,381,Italy,ITA,300220,"Vaccines, human use",8,Weight in kilograms,5921,5921,590572,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,757,Switzerland,CHE,300220,"Vaccines, human use",8,Weight in kilograms,539,539,91710,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,826,United Kingdom,GBR,300220,"Vaccines, human use",8,Weight in kilograms,967,967,53785,0
H1,1996,1996,1996,6,1,1,Import,8,Albania,ALB,842,USA,USA,300220,"Vaccines, human use",8,Weight in kilograms,503,503,31779,0
H1,1996,1996,1996,6,1,1,Import,12,Algeria,DZA,0,World,WLD,300220,"Vaccines, human use",8,Weight in kilograms,99928,99928,6502477,0
H1,1996,1996,1996,6,1,2,Export,12,Algeria,DZA,0,World,WLD,300220,"Vaccines, human use",8,Weight in kilograms,290,290,13539,0
H1,1996,1996,1996,6,1,1,Import,12,Algeria,DZA,58,Belgium-Luxembourg,BEL,300220,"Vaccines, human use",8,Weight in kilograms,26824,26824,1621022,0
H1,1996,1996,1996,6,1,1,Import,12,Algeria,DZA,251,France,FRA,300220,"Vaccines, human use",8,Weight in kilograms,27701,27701,3528321,0
H1,1996,1996,1996,6,1,2,Export,12,Algeria,DZA,251,France,FRA,300220,"Vaccines, human use",8,Weight in kilograms,290,290,13539,0
H1,1996,1996,1996,6,1,1,Import,12,Algeria,DZA,276,Germany,DEU,300220,"Vaccines, human use",8,Weight in kilograms,7063,7063,209695,0
H1,1996,1996,1996,6,1,1,Import,12,Algeria,DZA,381,Italy,ITA,300220,"Vaccines, human use",8,Weight in kilograms,38029,38029,1126222,0
H1,1996,1996,1996,6,1,1,Import,12,Algeria,DZA,528,Netherlands,NLD,300220,"Vaccines, human use",8,Weight in kilograms,180,180,10645,0
H1,1996,1996,1996,6,1,1,Import,12,Algeria,DZA,842,USA,USA,300220,"Vaccines, human use",8,Weight in kilograms,131,131,6572,0
H1,1996,1996,1996,6,1,1,Import,20,Andorra,AND,0,World,WLD,300220,"Vaccines, human use",8,Weight in kilograms,142,142,15505,0
H1,1996,1996,1996,6,1,1,Import,20,Andorra,AND,251,France,FRA,300220,"Vaccines, human use",8,Weight in kilograms,55,55,5558,0
H1,1996,1996,1996,6,1,1,Import,20,Andorra,AND,724,Spain,ESP,300220,"Vaccines, human use",8,Weight in kilograms,87,87,9947,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,0,World,WLD,300220,"Vaccines, human use",8,Weight in kilograms,57386,57386,26579352,0
H1,1996,1996,1996,6,1,2,Export,32,Argentina,ARG,0,World,WLD,300220,"Vaccines, human use",8,Weight in kilograms,3570,3570,544931,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,40,Austria,AUT,300220,"Vaccines, human use",8,Weight in kilograms,871,871,33283,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,58,Belgium-Luxembourg,BEL,300220,"Vaccines, human use",8,Weight in kilograms,18285,18285,8896225,0
H1,1996,1996,1996,6,1,2,Export,32,Argentina,ARG,68,Bolivia (Plurinational State of),BOL,300220,"Vaccines, human use",8,Weight in kilograms,485,485,38093,0
H1,1996,1996,1996,6,1,2,Export,32,Argentina,ARG,76,Brazil,BRA,300220,"Vaccines, human use",8,Weight in kilograms,24,24,8699,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,124,Canada,CAN,300220,"Vaccines, human use",8,Weight in kilograms,3445,3445,2359343,0
H1,1996,1996,1996,6,1,2,Export,32,Argentina,ARG,152,Chile,CHL,300220,"Vaccines, human use",8,Weight in kilograms,196,196,56932,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,192,Cuba,CUB,300220,"Vaccines, human use",8,Weight in kilograms,4542,4542,2804914,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,208,Denmark,DNK,300220,"Vaccines, human use",8,Weight in kilograms,24,24,20352,0
H1,1996,1996,1996,6,1,2,Export,32,Argentina,ARG,218,Ecuador,ECU,300220,"Vaccines, human use",8,Weight in kilograms,35,35,4719,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,251,France,FRA,300220,"Vaccines, human use",8,Weight in kilograms,13850,13850,4509602,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,276,Germany,DEU,300220,"Vaccines, human use",8,Weight in kilograms,3567,3567,1032445,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,381,Italy,ITA,300220,"Vaccines, human use",8,Weight in kilograms,722,722,161190,0
H1,1996,1996,1996,6,1,2,Export,32,Argentina,ARG,600,Paraguay,PRY,300220,"Vaccines, human use",8,Weight in kilograms,2583,2583,398783,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,757,Switzerland,CHE,300220,"Vaccines, human use",8,Weight in kilograms,1559,1559,717508,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,826,United Kingdom,GBR,300220,"Vaccines, human use",8,Weight in kilograms,1000,1000,65309,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,842,USA,USA,300220,"Vaccines, human use",8,Weight in kilograms,9520,9520,5979005,0
H1,1996,1996,1996,6,1,2,Export,32,Argentina,ARG,858,Uruguay,URY,300220,"Vaccines, human use",8,Weight in kilograms,247,247,37606,0
H1,1996,1996,1996,6,1,1,Import,32,Argentina,ARG,899,"Areas, nes","",300220,"Vaccines, human use",8,Weight in kilograms,1,1,175,0
H1,1996,1996,1996,6,1,2,Export,32,Argentina,ARG,899,"Areas, nes","",300220,"Vaccines, human use",8,Weight in kilograms,0,0,99,0
H1,1996,1996,1996,6,1,1,Import,36,Australia,AUS,0,World,WLD,300220,"Vaccines, human use",1,No Quantity,0,0,28215951,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,0,World,WLD,300220,"Vaccines, human use",8,Weight in kilograms,30805,30805,13311160,0
H1,1996,1996,1996,6,1,3,Re-Export,36,Australia,AUS,0,World,WLD,300220,"Vaccines, human use",8,Weight in kilograms,23941,23941,11306783,0
H1,1996,1996,1996,6,1,1,Import,36,Australia,AUS,58,Belgium-Luxembourg,BEL,300220,"Vaccines, human use",1,No Quantity,0,0,8383903,0
H1,1996,1996,1996,6,1,1,Import,36,Australia,AUS,124,Canada,CAN,300220,"Vaccines, human use",1,No Quantity,0,0,321782,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,156,China,CHN,300220,"Vaccines, human use",8,Weight in kilograms,1461,1461,489226,0
H1,1996,1996,1996,6,1,3,Re-Export,36,Australia,AUS,156,China,CHN,300220,"Vaccines, human use",8,Weight in kilograms,1461,1461,489226,0
H1,1996,1996,1996,6,1,1,Import,36,Australia,AUS,251,France,FRA,300220,"Vaccines, human use",1,No Quantity,0,0,2352667,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,276,Germany,DEU,300220,"Vaccines, human use",8,Weight in kilograms,21,21,91822,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,344,"China, Hong Kong SAR",HKG,300220,"Vaccines, human use",8,Weight in kilograms,2666,2666,1471436,0
H1,1996,1996,1996,6,1,3,Re-Export,36,Australia,AUS,344,"China, Hong Kong SAR",HKG,300220,"Vaccines, human use",8,Weight in kilograms,2344,2344,1372315,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,360,Indonesia,IDN,300220,"Vaccines, human use",8,Weight in kilograms,1727,1727,1097038,0
H1,1996,1996,1996,6,1,3,Re-Export,36,Australia,AUS,360,Indonesia,IDN,300220,"Vaccines, human use",8,Weight in kilograms,1652,1652,1051870,0
H1,1996,1996,1996,6,1,1,Import,36,Australia,AUS,392,Japan,JPN,300220,"Vaccines, human use",1,No Quantity,0,0,104809,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,392,Japan,JPN,300220,"Vaccines, human use",8,Weight in kilograms,2,2,2233,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,300220,"Vaccines, human use",8,Weight in kilograms,1846,1846,762719,0
H1,1996,1996,1996,6,1,3,Re-Export,36,Australia,AUS,410,Rep. of Korea,KOR,300220,"Vaccines, human use",8,Weight in kilograms,1839,1839,447319,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,458,Malaysia,MYS,300220,"Vaccines, human use",8,Weight in kilograms,2666,2666,1402190,0
H1,1996,1996,1996,6,1,3,Re-Export,36,Australia,AUS,458,Malaysia,MYS,300220,"Vaccines, human use",8,Weight in kilograms,1971,1971,919250,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,490,"Other Asia, nes","",300220,"Vaccines, human use",8,Weight in kilograms,10289,10289,3478212,0
H1,1996,1996,1996,6,1,3,Re-Export,36,Australia,AUS,490,"Other Asia, nes","",300220,"Vaccines, human use",8,Weight in kilograms,7500,7500,2995002,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,528,Netherlands,NLD,300220,"Vaccines, human use",8,Weight in kilograms,1,1,625,0
H1,1996,1996,1996,6,1,1,Import,36,Australia,AUS,554,New Zealand,NZL,300220,"Vaccines, human use",1,No Quantity,0,0,74543,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,554,New Zealand,NZL,300220,"Vaccines, human use",8,Weight in kilograms,2221,2221,565450,0
H1,1996,1996,1996,6,1,3,Re-Export,36,Australia,AUS,554,New Zealand,NZL,300220,"Vaccines, human use",8,Weight in kilograms,357,357,338401,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,574,Norfolk Isds,NFK,300220,"Vaccines, human use",8,Weight in kilograms,43,43,4484,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,584,Marshall Isds,MHL,300220,"Vaccines, human use",8,Weight in kilograms,3,3,1190,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,598,Papua New Guinea,PNG,300220,"Vaccines, human use",8,Weight in kilograms,183,183,25150,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,608,Philippines,PHL,300220,"Vaccines, human use",8,Weight in kilograms,482,482,276827,0
H1,1996,1996,1996,6,1,3,Re-Export,36,Australia,AUS,608,Philippines,PHL,300220,"Vaccines, human use",8,Weight in kilograms,417,417,276277,0
H1,1996,1996,1996,6,1,2,Export,36,Australia,AUS,702,Singapore,SGP,300220,"Vaccines, human use",8,Weight in kilograms,2868,2868,1232421,0
